"vuosi","syrtun","oty","toimiala","SLHKY","sllvy"
15,"0005397",1,"C","3","5"
15,"0005398",1,"N","5","6"
15,"0005400",1,"M","3","6"
15,"0005401",1,"I","3","5"
15,"0005403",5,"M","3","6"
15,"0005405",1,"F","2","5"
15,"0005406",1,"G","1","3"
15,"0005408",1,"J","3","6"
15,"0005409",1,"C","4","6"
15,"0005410",1,"P","5","1"
15,"0005412",1,"G","8","9"
15,"0005413",1,"C","4","6"
15,"0005414",1,"S","5","1"
15,"0005415",1,"G","1","3"
15,"0005416",5,"G","6","7"
15,"0005418",1,"S","2","1"
15,"0005422",1,"Q","4","1"
15,"0005423",1,"I","5","6"
15,"0005425",1,"M","1","3"
15,"0005427",1,"M","1","3"
15,"0005428",1,"Q","7","1"
15,"0005430",1,"Q","9","8"
15,"0005431",1,"S","1","3"
15,"0005433",1,"A","2","1"
15,"0005434",1,"C","3","5"
15,"0005443",1,"K","1","1"
15,"0005444",1,"J","7","8"
15,"0005445",1,"G","6","8"
15,"0005447",1,"I","1","4"
15,"0005450",1,"S","1","1"
15,"0005467",1,"G","5","7"
15,"0005468",1,"N","1","5"
15,"0005471",1,"J","9","9"
15,"0005474",1,"F","6","7"
15,"0005477",1,"F","1","3"
15,"0005478",1,"I","1","3"
15,"0005479",1,"C","3","6"
15,"0005480",1,"A","1","3"
15,"0005481",1,"S","5","1"
15,"0005486",1,"M","4","6"
15,"0005487",1,"F","1","4"
15,"0005488",1,"C","4","6"
15,"0005489",1,"R","4","1"
15,"0005491",1,"C","2","4"
15,"0005492",1,"K","1","1"
15,"0005495",5,"N","3","7"
15,"0005498",1,"S","1","1"
15,"0005499",1,"N","2","3"
15,"0005501",1,"K","3","1"
15,"0005502",1,"C","3","5"
15,"0005503",1,"G","1","5"
15,"0005506",5,"C","6","7"
15,"0005507",5,"K","1","1"
15,"0005508",5,"C","3","6"
15,"0005513",1,"G","1","2"
15,"0005515",1,"H","1","4"
15,"0005516",1,"F","1","4"
15,"0005517",1,"A","1","1"
15,"0005518",1,"N","5","6"
15,"0005520",3,"Q","9","1"
15,"0005521",1,"R","3","1"
15,"0005522",1,"Q","2","1"
15,"0005527",5,"M","2","6"
15,"0005528",1,"Q","3","1"
15,"0005529",1,"C","1","2"
15,"0005532",1,"F","4","6"
15,"0005536",1,"G","3","5"
15,"0005537",1,"F","1","3"
15,"0005538",1,"G","5","7"
15,"0005539",1,"S","1","1"
15,"0005541",1,"C","5","7"
15,"0005542",1,"S","2","1"
15,"0005543",1,"C","3","5"
15,"0005544",1,"R","3","5"
15,"0005545",5,"K","5","1"
15,"0005546",1,"R","1","1"
15,"0005548",1,"C","4","6"
15,"0005551",1,"G","4","7"
15,"0005552",1,"C","4","6"
15,"0005553",1,"I","3","6"
15,"0005556",1,"H","3","6"
15,"0005557",1,"G","8","9"
15,"0005558",5,"J","4","6"
15,"0005561",1,"Q","5","6"
15,"0005562",5,"C","9","9"
15,"0005563",1,"R","1","4"
15,"0005566",5,"C","7","7"
15,"0005567",1,"G","3","5"
15,"0005568",1,"H","1","4"
15,"0005570",1,"G","1","5"
15,"0005572",1,"N","5","6"
15,"0005573",1,"G","2","4"
15,"0005575",1,"R","4","1"
15,"0005577",1,"C","4","6"
15,"0005579",1,"M","2","5"
15,"0005580",1,"F","1","3"
15,"0005581",1,"C","4","6"
15,"0005582",1,"P","6","1"
15,"0005583",1,"A","1","1"
15,"0005585",1,"A","1","1"
15,"0005587",5,"H","5","8"
15,"0005589",5,"H","7","7"
15,"0005590",1,"G","1","4"
15,"0005593",1,"N","3","5"
15,"0005597",1,"A","4","1"
15,"0005598",1,"F","4","7"
15,"0005600",1,"N","2","5"
15,"0005601",1,"F","4","6"
15,"0005602",1,"L","1","3"
15,"0005603",1,"F","2","5"
15,"0005605",1,"G","4","6"
15,"0005608",5,"F","1","4"
15,"0005609",1,"I","1","3"
15,"0005611",3,"P","7","1"
15,"0005613",1,"H","4","6"
15,"0005615",1,"F","1","3"
15,"0005616",1,"G","3","6"
15,"0005617",1,"N","4","5"
15,"0005619",1,"J","1","4"
15,"0005620",1,"C","4","6"
15,"0005621",1,"F","2","5"
15,"0005622",1,"Q","2","1"
15,"0005623",1,"C","4","6"
15,"0005624",1,"A","1","1"
15,"0005625",1,"F","2","4"
15,"0005626",1,"S","5","1"
15,"0005629",1,"L","1","1"
15,"0005631",1,"C","3","6"
15,"0005632",1,"J","1","4"
15,"0005633",1,"H","5","6"
15,"0005634",1,"N","1","2"
15,"0005635",1,"G","9","9"
15,"0005639",1,"F","2","5"
15,"0005640",1,"I","2","5"
15,"0005641",1,"F","1","3"
15,"0005642",1,"I","8","8"
15,"0005644",1,"C","1","4"
15,"0005647",1,"C","3","5"
15,"0005648",1,"F","2","5"
15,"0005649",1,"C","1","3"
15,"0005650",1,"C","3","6"
15,"0005651",1,"H","4","6"
15,"0005652",1,"H","5","6"
15,"0005654",1,"M","4","5"
15,"0005657",1,"M","3","5"
15,"0005659",1,"Q","2","4"
15,"0005661",1,"N","5","5"
15,"0005662",1,"N","4","5"
15,"0005665",1,"C","4","6"
15,"0005667",1,"J","5","7"
15,"0005668",1,"C","3","6"
15,"0005669",1,"C","5","7"
15,"0005672",1,"A","1","1"
15,"0005675",1,"G","2","7"
15,"0005677",1,"N","5","6"
15,"0005678",1,"F","1","2"
15,"0005679",1,"J","6","8"
15,"0005682",1,"J","6","8"
15,"0005683",1,"K","6","1"
15,"0005684",1,"F","2","5"
15,"0005685",1,"G","2","6"
15,"0005687",1,"N","4","5"
15,"0005692",1,"I","6","6"
15,"0005694",2,"K","2","1"
15,"0005697",1,"N","6","6"
15,"0005699",1,"C","7","8"
15,"0005701",1,"A","1","1"
15,"0005704",1,"G","1","8"
15,"0005705",1,"G","4","6"
15,"0005707",5,"C","7","8"
15,"0005708",1,"H","2","5"
15,"0005710",3,"M","1","1"
15,"0005712",1,"C","2","4"
15,"0005713",1,"G","1","5"
15,"0005714",1,"F","2","5"
15,"0005718",1,"F","1","6"
15,"0005723",1,"G","5","7"
15,"0005725",1,"J","4","6"
15,"0005727",1,"H","5","6"
15,"0005730",1,"H","1","4"
15,"0005731",1,"D","4","7"
15,"0005732",1,"C","6","7"
15,"0005737",1,"G","1","3"
15,"0005738",1,"F","9","9"
15,"0005743",1,"I","1","2"
15,"0005744",5,"H","6","7"
15,"0005748",1,"I","2","5"
15,"0005750",1,"G","1","4"
15,"0005757",1,"A","3","5"
15,"0005759",1,"H","4","6"
15,"0005764",1,"N","6","7"
15,"0005765",1,"C","2","1"
15,"0005767",1,"G","4","6"
15,"0005768",1,"C","6","8"
15,"0005770",1,"F","1","4"
15,"0005771",1,"H","2","5"
15,"0005779",1,"G","1","5"
15,"0005780",1,"F","5","7"
15,"0005782",1,"C","1","4"
15,"0005783",1,"F","1","4"
15,"0005784",5,"C","8","9"
15,"0005785",1,"C","8","9"
15,"0005789",1,"L","1","2"
15,"0005790",1,"I","1","4"
15,"0005791",1,"L","1","1"
15,"0005792",1,"F","1","5"
15,"0005793",1,"F","2","5"
15,"0005800",1,"S","1","4"
15,"0005801",1,"F","3","5"
15,"0005802",1,"H","3","5"
15,"0005804",1,"H","1","5"
15,"0005806",5,"C","7","8"
15,"0005809",1,"A","1","1"
15,"0005813",1,"G","5","7"
15,"0005814",1,"H","3","5"
15,"0005819",1,"H","3","6"
15,"0005820",1,"C","5","7"
15,"0005821",3,"E","4","7"
15,"0005822",5,"G","7","9"
15,"0005826",1,"C","5","6"
15,"0005827",1,"Q","6","1"
15,"0005828",1,"S","1","1"
15,"0005829",1,"M","1","4"
15,"0005838",1,"G","1","4"
15,"0005841",1,"I","4","6"
15,"0005847",1,"C","3","6"
15,"0005848",1,"M","1","4"
15,"0005851",1,"H","3","6"
15,"0005852",1,"R","2","1"
15,"0005853",1,"G","1","5"
15,"0005855",1,"F","3","6"
15,"0005860",5,"F","6","7"
15,"0005862",1,"G","5","7"
15,"0005864",1,"C","4","6"
15,"0005865",1,"J","5","6"
15,"0005866",1,"F","2","5"
15,"0005868",1,"C","5","6"
15,"0005870",1,"A","1","1"
15,"0005871",1,"C","8","8"
15,"0005872",1,"G","3","6"
15,"0005880",1,"Q","3","1"
15,"0005881",1,"N","7","7"
15,"0005883",3,"H","5","6"
15,"0005884",1,"S","1","2"
15,"0005885",1,"H","2","4"
15,"0005887",1,"I","4","6"
15,"0005888",1,"H","4","6"
15,"0005889",5,"C","8","9"
15,"0005890",1,"K","1","1"
15,"0005895",1,"G","1","1"
15,"0005897",1,"Q","5","1"
15,"0005899",1,"M","7","7"
15,"0005903",1,"F","2","5"
15,"0005905",1,"F","2","6"
15,"0005906",1,"C","7","8"
15,"0005907",1,"C","2","4"
15,"0005911",1,"I","1","3"
15,"0005912",1,"G","3","5"
15,"0005913",1,"S","1","1"
15,"0005914",1,"H","3","5"
15,"0005916",1,"N","3","5"
15,"0005919",5,"C","7","8"
15,"0005920",1,"S","3","1"
15,"0005921",1,"C","6","7"
15,"0005922",1,"R","4","1"
15,"0005924",5,"C","4","6"
15,"0005925",1,"N","9","8"
15,"0005926",1,"Q","7","7"
15,"0005927",1,"M","6","7"
15,"0005928",5,"C","6","7"
15,"0005929",1,"C","3","6"
15,"0005930",1,"G","7","9"
15,"0005931",1,"G","1","4"
15,"0005933",1,"C","4","6"
15,"0005934",5,"C","8","8"
15,"0005935",1,"S","1","1"
15,"0005937",1,"Q","4","5"
15,"0005942",1,"G","2","6"
15,"0005946",1,"C","6","8"
15,"0005947",5,"G","6","7"
15,"0005949",5,"K","3","1"
15,"0005950",2,"M","5","6"
15,"0005951",5,"M","8","8"
15,"0005953",1,"I","2","5"
15,"0005956",1,"F","2","5"
15,"0005957",1,"M","9","8"
15,"0005958",1,"G","1","4"
15,"0005959",1,"F","3","6"
15,"0005960",1,"J","3","5"
15,"0005961",1,"H","6","7"
15,"0005964",1,"G","2","5"
15,"0005965",1,"S","2","1"
15,"0005967",1,"C","1","3"
15,"0005968",1,"N","6","6"
15,"0005970",5,"C","4","6"
15,"0005971",2,"M","5","6"
15,"0005972",1,"F","1","4"
15,"0005973",1,"G","1","2"
15,"0005975",1,"Q","1","4"
15,"0005976",1,"S","1","1"
15,"0005977",1,"G","2","6"
15,"0005980",1,"G","2","6"
15,"0005981",1,"N","3","5"
15,"0005982",5,"C","4","6"
15,"0005983",1,"Q","5","6"
15,"0005984",1,"M","1","2"
15,"0005987",1,"G","3","5"
15,"0005988",5,"G","6","9"
15,"0005989",1,"A","1","1"
15,"0005992",1,"A","1","1"
15,"0005993",1,"G","2","5"
15,"0005995",5,"F","7","7"
15,"0005996",1,"C","6","7"
15,"0005998",5,"C","7","8"
15,"0005999",1,"H","2","5"
15,"0006001",5,"G","5","7"
15,"0006002",1,"G","1","4"
15,"0006004",1,"S","4","1"
15,"0006006",1,"G","1","2"
15,"0006007",1,"C","1","4"
15,"0006010",1,"F","1","4"
15,"0006011",1,"G","2","5"
15,"0006013",1,"G","4","6"
15,"0006024",1,"G","6","7"
15,"0006026",1,"F","5","7"
15,"0006029",1,"F","1","4"
15,"0006031",1,"C","8","8"
15,"0006032",5,"N","9","8"
15,"0006035",1,"G","2","6"
15,"0006036",1,"M","1","5"
15,"0006037",1,"S","6","1"
15,"0006040",1,"I","1","4"
15,"0006043",1,"I","2","5"
15,"0006044",1,"Q","4","1"
15,"0006046",1,"C","2","5"
15,"0006047",1,"S","1","1"
15,"0006049",3,"L","4","1"
15,"0006051",1,"Q","1","3"
15,"0006052",1,"A","3","1"
15,"0006056",1,"H","1","3"
15,"0006058",5,"C","8","9"
15,"0006059",1,"M","2","4"
15,"0006060",1,"Q","4","1"
15,"0006062",5,"J","2","6"
15,"0006065",1,"G","7","8"
15,"0006066",1,"F","4","7"
15,"0006073",5,"F","7","8"
15,"0006076",1,"G","1","4"
15,"0006080",3,"R","5","5"
15,"0006083",1,"N","1","3"
15,"0006084",1,"I","2","4"
15,"0006085",1,"G","4","6"
15,"0006087",1,"Q","4","1"
15,"0006090",1,"C","2","4"
15,"0006091",1,"I","3","5"
15,"0006092",1,"S","4","1"
15,"0006093",1,"G","1","5"
15,"0006097",1,"H","3","5"
15,"0006098",1,"C","5","7"
15,"0006103",1,"F","4","7"
15,"0006105",1,"I","2","5"
15,"0006106",1,"I","1","4"
15,"0006110",1,"G","1","5"
15,"0006112",1,"C","8","9"
15,"0006114",1,"C","1","3"
15,"0006116",1,"G","3","6"
15,"0006122",1,"N","2","5"
15,"0006125",5,"C","7","8"
15,"0006127",1,"F","3","5"
15,"0006128",1,"A","1","2"
15,"0006129",1,"F","6","7"
15,"0006131",1,"G","1","3"
15,"0006132",1,"G","7","9"
15,"0006133",5,"Q","7","7"
15,"0006134",1,"H","7","7"
15,"0006135",1,"C","1","4"
15,"0006136",1,"J","2","5"
15,"0006138",5,"N","9","8"
15,"0006139",1,"A","1","1"
15,"0006141",1,"C","1","4"
15,"0006142",1,"S","1","4"
15,"0006143",1,"G","3","6"
15,"0006146",1,"G","1","4"
15,"0006148",1,"N","5","5"
15,"0006149",1,"G","4","6"
15,"0006152",1,"J","4","6"
15,"0006153",1,"G","2","6"
15,"0006156",1,"G","1","4"
15,"0006157",5,"C","5","7"
15,"0006159",1,"N","4","6"
15,"0006161",1,"Q","2","5"
15,"0006163",1,"S","2","1"
15,"0006164",5,"G","3","6"
15,"0006165",5,"N","5","6"
15,"0006174",1,"C","2","5"
15,"0006176",1,"N","1","3"
15,"0006179",1,"Q","7","1"
15,"0006180",1,"G","4","7"
15,"0006181",2,"D","9","9"
15,"0006184",1,"C","3","6"
15,"0006188",1,"C","2","6"
15,"0006193",1,"Q","5","1"
15,"0006195",1,"M","1","4"
15,"0006196",1,"C","3","6"
15,"0006200",1,"E","1","4"
15,"0006201",1,"C","5","7"
15,"0006202",1,"C","1","4"
15,"0006209",1,"S","1","4"
15,"0006210",1,"S","5","1"
15,"0006211",1,"G","1","4"
15,"0006212",1,"H","3","5"
15,"0006214",1,"F","2","4"
15,"0006218",5,"J","7","7"
15,"0006230",1,"S","1","1"
15,"0006231",1,"C","2","5"
15,"0006232",1,"N","2","4"
15,"0006234",1,"I","5","6"
15,"0006236",1,"N","4","5"
15,"0006237",1,"F","1","4"
15,"0006241",1,"C","1","4"
15,"0006245",1,"G","3","6"
15,"0006246",1,"C","4","7"
15,"0006248",5,"F","6","8"
15,"0006251",2,"I","7","7"
15,"0006253",1,"F","3","5"
15,"0006254",1,"Q","8","8"
15,"0006256",1,"Q","3","1"
15,"0006258",1,"H","1","5"
15,"0006260",1,"C","4","7"
15,"0006263",5,"F","9","9"
15,"0006265",1,"A","1","1"
15,"0006266",1,"F","1","4"
15,"0006267",1,"C","4","6"
15,"0006268",1,"I","1","4"
15,"0006270",1,"C","3","6"
15,"0006273",1,"G","1","5"
15,"0006274",1,"R","3","1"
15,"0006275",1,"C","1","3"
15,"0006276",1,"G","1","5"
15,"0006277",1,"I","1","4"
15,"0006278",1,"H","1","3"
15,"0006282",1,"S","6","1"
15,"0006284",1,"L","1","1"
15,"0006286",1,"F","1","4"
15,"0006289",1,"M","4","5"
15,"0006290",1,"C","4","6"
15,"0006291",1,"B","1","4"
15,"0006292",1,"F","4","6"
15,"0006298",1,"S","2","1"
15,"0006299",1,"G","4","7"
15,"0006303",1,"C","5","6"
15,"0006308",1,"Q","1","1"
15,"0006309",1,"F","1","4"
15,"0006310",1,"N","4","5"
15,"0006311",1,"F","4","6"
15,"0006320",1,"C","1","5"
15,"0006324",1,"N","3","5"
15,"0006328",1,"M","8","8"
15,"0006331",1,"A","1","1"
15,"0006334",1,"G","4","7"
15,"0006343",1,"G","2","6"
15,"0006345",1,"S","5","1"
15,"0006349",1,"A","1","1"
15,"0006351",5,"H","6","8"
15,"0006352",1,"C","3","6"
15,"0006357",5,"J","9","9"
15,"0006358",1,"G","5","6"
15,"0006360",1,"H","1","4"
15,"0006362",1,"C","4","6"
15,"0006363",1,"A","1","1"
15,"0006364",1,"M","1","4"
15,"0006367",1,"J","1","3"
15,"0006368",1,"M","2","5"
15,"0006369",1,"G","9","9"
15,"0006371",1,"A","1","1"
15,"0006372",1,"A","5","1"
15,"0006373",1,"C","5","6"
15,"0006376",1,"C","7","8"
15,"0006379",1,"G","8","8"
15,"0006382",1,"R","1","4"
15,"0006384",5,"G","6","7"
15,"0006385",1,"C","2","6"
15,"0006386",1,"G","1","4"
15,"0006387",1,"G","8","8"
15,"0006388",5,"C","7","8"
15,"0006389",1,"Q","1","1"
15,"0006391",1,"S","3","5"
15,"0006393",1,"Q","4","1"
15,"0006395",1,"M","1","4"
15,"0006397",1,"F","4","6"
15,"0006398",1,"G","4","5"
15,"0006399",1,"G","4","7"
15,"0006404",1,"C","6","7"
15,"0006407",1,"G","6","7"
15,"0006409",1,"C","8","8"
15,"0006410",1,"P","1","4"
15,"0006415",1,"G","1","4"
15,"0006420",1,"K","1","1"
15,"0006421",1,"C","1","5"
15,"0006422",1,"C","6","8"
15,"0006426",1,"F","1","4"
15,"0006429",1,"N","4","5"
15,"0006430",1,"C","5","7"
15,"0006431",1,"J","5","6"
15,"0006432",1,"C","8","8"
15,"0006433",1,"I","1","4"
15,"0006434",1,"C","5","6"
15,"0006435",1,"G","1","4"
15,"0006436",1,"C","6","7"
15,"0006437",1,"F","1","3"
15,"0006438",1,"H","1","4"
15,"0006439",1,"M","3","5"
15,"0006443",1,"C","5","6"
15,"0006444",1,"H","2","5"
15,"0006445",1,"G","1","4"
15,"0006446",1,"G","1","2"
15,"0006447",1,"F","4","7"
15,"0006448",1,"F","1","3"
15,"0006449",1,"A","1","1"
15,"0006453",1,"K","1","1"
15,"0006455",1,"G","7","8"
15,"0006456",1,"R","1","5"
15,"0006458",1,"N","4","5"
15,"0006460",3,"D","4","6"
15,"0006462",1,"S","6","1"
15,"0006463",1,"M","1","4"
15,"0006464",5,"C","6","7"
15,"0006465",1,"G","2","5"
15,"0006466",1,"G","1","3"
15,"0006474",1,"N","1","3"
15,"0006475",1,"G","1","5"
15,"0006476",5,"C","7","9"
15,"0006477",5,"G","5","7"
15,"0006478",1,"H","2","4"
15,"0006484",5,"G","6","8"
15,"0006485",1,"F","1","5"
15,"0006486",5,"C","7","8"
15,"0006487",1,"G","3","6"
15,"0006488",1,"Q","3","5"
15,"0006489",1,"M","4","6"
15,"0006490",1,"E","4","6"
15,"0006492",1,"A","1","1"
15,"0006493",1,"N","3","5"
15,"0006494",1,"F","8","8"
15,"0006497",1,"K","1","1"
15,"0006498",5,"K","4","1"
15,"0006499",1,"M","5","6"
15,"0006501",1,"F","5","6"
15,"0006503",1,"M","4","6"
15,"0006506",1,"N","1","2"
15,"0006507",1,"G","2","4"
15,"0006508",1,"I","2","4"
15,"0006510",1,"L","1","5"
15,"0006511",1,"N","3","5"
15,"0006512",1,"C","2","5"
15,"0006513",1,"H","1","3"
15,"0006515",1,"Q","3","5"
15,"0006517",1,"Q","3","5"
15,"0006518",1,"F","1","5"
15,"0006519",1,"L","1","3"
15,"0006521",1,"F","2","4"
15,"0006522",1,"R","1","2"
15,"0006523",1,"M","3","5"
15,"0006524",3,"N","6","6"
15,"0006526",1,"G","1","4"
15,"0006527",1,"H","1","3"
15,"0006528",2,"M","8","8"
15,"0006532",1,"K","1","1"
15,"0006533",1,"S","3","1"
15,"0006536",1,"N","1","2"
15,"0006537",1,"L","1","1"
15,"0006539",1,"A","1","1"
15,"0006543",1,"I","2","5"
15,"0006546",1,"C","1","2"
15,"0006548",1,"C","4","6"
15,"0006552",1,"G","4","6"
15,"0006553",1,"F","3","6"
15,"0006554",1,"H","1","4"
15,"0006558",1,"P","1","4"
15,"0006560",5,"K","7","1"
15,"0006562",1,"H","3","5"
15,"0006563",1,"G","6","7"
15,"0006566",1,"I","5","7"
15,"0006567",1,"H","1","4"
15,"0006570",5,"C","7","8"
15,"0006572",1,"H","1","5"
15,"0006573",1,"C","1","4"
15,"0006575",1,"Q","3","1"
15,"0006577",1,"Q","1","5"
15,"0006578",1,"C","8","9"
15,"0006579",1,"K","7","1"
15,"0006580",1,"C","6","7"
15,"0006581",1,"N","5","5"
15,"0006582",1,"M","6","6"
15,"0006583",1,"S","1","1"
15,"0006585",1,"C","4","6"
15,"0006586",1,"K","1","1"
15,"0006587",1,"F","4","6"
15,"0006588",1,"F","1","4"
15,"0006589",1,"J","5","7"
15,"0006590",1,"G","4","7"
15,"0006591",1,"S","3","1"
15,"0006592",1,"M","1","4"
15,"0006594",1,"P","7","1"
15,"0006596",1,"P","3","1"
15,"0006597",1,"C","7","7"
15,"0006599",1,"F","1","5"
15,"0006600",1,"C","5","7"
15,"0006601",1,"S","7","1"
15,"0006603",1,"N","5","6"
15,"0006605",1,"G","4","7"
15,"0006609",1,"E","4","6"
15,"0006610",1,"C","3","6"
15,"0006611",1,"N","2","4"
15,"0006613",1,"R","1","3"
15,"0006614",1,"A","2","5"
15,"0006615",5,"C","7","8"
15,"0006617",1,"N","5","6"
15,"0006621",1,"H","4","6"
15,"0006622",1,"C","6","8"
15,"0006623",1,"G","1","4"
15,"0006625",1,"S","4","1"
15,"0006626",1,"Q","4","1"
15,"0006627",1,"P","1","1"
15,"0006628",1,"Q","3","5"
15,"0006629",1,"G","2","4"
15,"0006631",1,"L","4","5"
15,"0006632",1,"G","1","4"
15,"0006634",1,"F","2","5"
15,"0006636",1,"L","1","4"
15,"0006639",5,"M","4","5"
15,"0006644",1,"Q","2","1"
15,"0006645",1,"J","4","6"
15,"0006646",1,"H","3","5"
15,"0006649",1,"S","1","1"
15,"0006651",1,"R","1","4"
15,"0006654",1,"G","4","5"
15,"0006658",1,"J","1","2"
15,"0006659",1,"A","1","1"
15,"0006661",1,"C","3","6"
15,"0006663",5,"C","9","9"
15,"0006664",1,"F","1","5"
15,"0006665",1,"Q","4","5"
15,"0006668",1,"G","2","5"
15,"0006669",1,"R","3","5"
15,"0006670",1,"Q","3","5"
15,"0006673",1,"Q","4","1"
15,"0006674",1,"F","3","5"
15,"0006675",1,"F","3","7"
15,"0006676",1,"C","2","5"
15,"0006677",1,"N","2","4"
15,"0006678",1,"F","2","4"
15,"0006680",1,"Q","4","5"
15,"0006681",1,"Q","4","5"
15,"0006683",1,"I","2","5"
15,"0006685",1,"G","1","3"
15,"0006690",1,"F","3","5"
15,"0006695",1,"F","1","4"
15,"0006697",1,"I","9","9"
15,"0006699",1,"N","1","4"
15,"0006700",1,"C","1","4"
15,"0006701",1,"S","5","1"
15,"0006702",1,"C","5","7"
15,"0006703",5,"N","2","5"
15,"0006704",1,"C","2","5"
15,"0006706",1,"G","1","3"
15,"0006708",1,"H","3","5"
15,"0006710",5,"G","1","5"
15,"0006714",1,"Q","2","1"
15,"0006720",1,"G","2","5"
15,"0006721",1,"N","3","5"
15,"0006722",1,"A","1","1"
15,"0006724",1,"K","1","1"
15,"0006726",1,"A","1","4"
15,"0006727",1,"G","4","6"
15,"0006729",1,"C","7","8"
15,"0006730",1,"H","4","8"
15,"0006732",1,"I","1","4"
15,"0006733",1,"M","1","2"
15,"0006735",1,"M","3","6"
15,"0006736",1,"C","8","9"
15,"0006737",1,"I","4","6"
15,"0006738",1,"P","1","1"
15,"0006739",1,"G","2","5"
15,"0006742",1,"C","4","7"
15,"0006747",1,"M","4","5"
15,"0006750",1,"I","6","6"
15,"0006752",1,"S","4","1"
15,"0006753",1,"N","2","4"
15,"0006754",1,"G","2","5"
15,"0006756",1,"R","2","1"
15,"0006757",1,"J","3","6"
15,"0006759",1,"H","5","6"
15,"0006762",2,"H","7","7"
15,"0006763",1,"K","1","1"
15,"0006766",1,"F","1","4"
15,"0006768",1,"G","4","6"
15,"0006769",1,"Q","4","1"
15,"0006770",1,"I","1","4"
15,"0006772",1,"D","3","6"
15,"0006776",1,"I","6","7"
15,"0006778",5,"G","7","8"
15,"0006779",1,"C","3","6"
15,"0006782",1,"F","4","6"
15,"0006785",1,"L","7","7"
15,"0006786",1,"G","1","2"
15,"0006788",1,"J","1","5"
15,"0006789",1,"F","6","7"
15,"0006791",1,"N","3","5"
15,"0006792",1,"G","1","4"
15,"0006793",1,"Q","4","1"
15,"0006798",1,"A","1","1"
15,"0006800",1,"L","1","4"
15,"0006801",1,"M","1","4"
15,"0006802",1,"Q","3","5"
15,"0006804",1,"H","1","4"
15,"0006807",1,"G","2","6"
15,"0006808",1,"A","2","1"
15,"0006811",1,"A","1","1"
15,"0006813",1,"C","1","5"
15,"0006814",1,"I","1","4"
15,"0006815",1,"J","4","6"
15,"0006817",1,"G","3","6"
15,"0006818",1,"G","1","5"
15,"0006819",1,"S","8","1"
15,"0006826",1,"F","9","8"
15,"0006830",1,"C","6","7"
15,"0006832",1,"H","1","4"
15,"0006833",1,"S","5","1"
15,"0006835",1,"C","1","5"
15,"0006836",1,"G","2","6"
15,"0006839",5,"C","8","9"
15,"0006842",1,"Q","6","1"
15,"0006843",1,"Q","1","1"
15,"0006844",1,"I","4","6"
15,"0006846",1,"I","1","5"
15,"0006848",1,"N","2","5"
15,"0006849",1,"I","3","6"
15,"0006851",5,"G","6","8"
15,"0006853",5,"C","5","7"
15,"0006854",1,"C","4","6"
15,"0006855",1,"R","1","1"
15,"0006858",1,"C","4","6"
15,"0006862",1,"H","5","6"
15,"0006863",1,"I","3","5"
15,"0006864",1,"F","1","4"
15,"0006865",1,"G","4","6"
15,"0006866",1,"H","5","6"
15,"0006869",1,"C","1","4"
15,"0006871",1,"C","2","5"
15,"0006874",5,"G","1","4"
15,"0006877",1,"J","4","6"
15,"0006878",1,"M","1","3"
15,"0006881",1,"G","4","7"
15,"0006882",1,"R","1","1"
15,"0006883",1,"C","5","7"
15,"0006888",1,"C","3","5"
15,"0006889",1,"S","1","3"
15,"0006890",5,"S","5","6"
15,"0006892",1,"A","1","1"
15,"0006894",1,"B","3","5"
15,"0006897",5,"M","4","6"
15,"0006898",1,"G","7","9"
15,"0006899",1,"C","2","5"
15,"0006900",1,"M","2","4"
15,"0006901",1,"M","1","5"
15,"0006902",1,"C","4","6"
15,"0006903",1,"Q","1","3"
15,"0006904",1,"K","1","1"
15,"0006905",5,"L","1","6"
15,"0006907",1,"F","8","9"
15,"0006909",1,"G","3","6"
15,"0006910",1,"G","8","9"
15,"0006911",1,"F","1","5"
15,"0006915",1,"C","5","6"
15,"0006920",5,"Q","7","7"
15,"0006921",1,"M","2","5"
15,"0006922",1,"R","1","4"
15,"0006923",5,"H","6","6"
15,"0006925",1,"Q","4","1"
15,"0006926",1,"H","8","8"
15,"0006927",1,"G","2","6"
15,"0006929",1,"C","4","6"
15,"0006930",1,"N","7","7"
15,"0006933",1,"C","6","7"
15,"0006934",1,"C","1","4"
15,"0006935",1,"I","1","4"
15,"0006938",1,"J","4","6"
15,"0006940",1,"K","4","1"
15,"0006943",1,"S","1","1"
15,"0006944",1,"C","4","6"
15,"0006946",1,"G","4","6"
15,"0006947",1,"K","1","1"
15,"0006948",1,"G","1","5"
15,"0006949",1,"G","1","4"
15,"0006951",5,"H","2","5"
15,"0006953",1,"S","1","2"
15,"0006957",1,"G","2","6"
15,"0006958",1,"N","3","5"
15,"0006960",1,"S","1","1"
15,"0006963",1,"I","3","5"
15,"0006966",1,"N","5","6"
15,"0006967",3,"N","5","6"
15,"0006968",1,"P","5","1"
15,"0006970",1,"J","2","5"
15,"0006971",1,"R","2","1"
15,"0006972",1,"C","9","9"
15,"0006974",1,"H","4","6"
15,"0006981",1,"Q","1","4"
15,"0006983",1,"I","2","4"
15,"0006984",1,"G","5","8"
15,"0006986",1,"H","5","6"
15,"0006987",1,"Q","7","1"
15,"0006991",1,"M","4","6"
15,"0006992",1,"F","2","4"
15,"0006995",1,"S","2","1"
15,"0006998",3,"D","6","8"
15,"0007000",5,"K","5","1"
